0,6
0,5
0,5
0,6
1,5
1,6
1,6
1,6
2,6
2,6
2,6
2,6
3,6
3,6
3,6
3,6
4,6
4,5
4,6
4,6
5,6
5,6
5,6
5,6
6,6
6,6
6,6
6,6
7,5
7,5
7,6
7,6
